HCL Item#,Item Status,Item Name,Description,Decoration,Web Link,Item Color,Item Size,Length,Width,Height,Carton Weight,Carton Qty,Standard Production Time,Item MOQ,Qty 2,Qty 3,Qty 4,Qty 5,Price 1,Price 2,Price 3,Price 4,Price 5,"Rush Cost ""R""",MOQ, Qty2, Qty3, Qty4, Qty5,Price1,Price2,Price3,Price4,Price5,Ocean Service,MOQ,Qty 2,Qty 3,Qty 4,Qty 5,Price 1,Price 2,Price 3,Price 4,Price 5 
T457,Disabled on Website,Star-Shaped Magnetic Clip,Star shaped power grip jaws memo holder with heavy duty spring loaded hinge and rubber grip. Magnet on back clings to most metal surfaces.?,"Imprint Area: 3''w x 1 7/8''h     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time is 5 business days after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1746,Yellow,,22,19,10,26,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R133,Active/All Products,Digital Micro Speakers,"Enjoy great sound quality out of these portable battery powered mini speakers. Battery is recharged via USB charging port. Has ON/OFF switch on the side. Includes a USB charging chord, audio cable, and plastic carrying case. Individually packaged in a white box.","Imprint Area: 1 1/4''w x 1/2''h                                  (Optional): 2 1/2''w x 1''h   Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time is 5 business days after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1747,"White, Blue",,19,12,11,26,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P325,Active/All Products,The Sri Lanka Pen,A plastic click action ballpoint pen with black ink and a soft grip. Maximum one color for wrap imprint.,"Imprint Area: Standard (Wrap): 1 15/16''w x 5/8''h (1 Color Max)                           (Optional): 1 3/8''w x 1/8''h     Price includes a one color one location imprint. Standard imprint opposite of the clip wrap imprint one color only. Additional colors and locations $0.30 (v), plus setup charges of $50 (v). Production time is 5 business days after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1748,"Black, Red, Purple",,9,13,21,25,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P221,Disabled on Website,The Big Island Pen,A click action ballpoint pen with a soft grip and black ink. Maximum one color for wrap imprint ,"Imprint Area: 1 1/2''w x 3/2''h (1 color only)                           (Clip Imprint): 1 3/8''w x 1/4''h     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time is 5 business days after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1749,"Blue, Red, Purple, Green",,21,13,9,29,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P354,Disabled on Website,The Luzon 4 Way Pen,"A 4 color multiple ink pen with a pocket clip. Ink colors are blue, black, red and green.","Imprint Area: 1''w x 1/2''h     Price includes a one color one location imprint. Standard imprint opposite of the clip wrap imprint one color only. Additional colors and locations $0.30 (v), plus setup charges of $50 (v). Production time is 5 business days after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1750,"Red, Green",,27,14,11,22,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K214,Disabled on Website,The Nauru Highlighter,A 2 color combination highlighter made in plastic featuring yellow and pink. Perfect for any eco friendly program.,"Imprint Area: 1 3/4''w x 1/2''h     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time is 5 business days after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1751,White,,9,11,18,19,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F139,Disabled on Website,Guitar with CD/AM-FM/USB Input with remote Control,LCD display (2 Digit)CD/MP3/USB Analogue volumeAux in functionFM indicator LEDOutput power: (2.0 w x 2 (RMS) 10% THD Accessory: AC/DC Adaptor,  Call for more information.,http://www.highcaliberline.com//catalog/product/view/id/1752,Custom,2h x 14.96w x 43.31l,,,,,,50-60 Days (R),930,1860,2790,3720,4650,158.33,150.79,146.15,139.71,135.71,,,,,,,,,,,,,,,,,,,,,,
S631,Active/All Products,2 Quart MIni Ice Bucket,"A plastic ice bucket that includes ice tongs, strainer and lid. Perfect for outdoor activities or parties.",Imprint Area: 2 1/4''w x 2 1/4''h     Price includes one color one location imprint. Production time begins after all approvals. See Terms &amp;amp; Conditions Product safety and social compliance information.,http://www.highcaliberline.com//catalog/product/view/id/1753,"White, Blue",4 1/2w x 6 1/4h,22,16,22,24,36,3 Day Service (R),96,144,240,504,1008,4.99,4.89,4.79,4.69,4.65,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,3.89,3.69,3.49,3.39,
S723,Active/All Products,The Alston Tritan Water Bottle,"A 24 oz. water bottle made with Tritan plastic, a straw and a flip spout. Easily flip the spout down when not in use. This bottle is BPA free. FOB CA.","Imprint Area: (Standard Wrap): 2 1/4''w x 2 1/4''h                           (All 2 + color): 2''w x 2''h     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. See terms &amp;amp; conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1754,"Blue, Black, Red, Green",24 oz. / 9 1/4 tall,23,16,19,18,48,3 Day Service (R),96,144,240,504,1008,5.09,4.99,4.89,4.79,4.69,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,3.79,3.69,3.59,3.49,
S724,Active/All Products,The Kingston Tumbler,"Enhance every “ounce” of your campaign by selecting this marketing tool. The Kingston Tumbler is a 15 oz. double wall mug that features a stainless steel exterior, a plastic interior, a colorful grip and a spill resistant lid. Choose one of the bold colors and add your logo to create a handy giveaway perfect for promoting your business. What a terrific choice for tradeshows, fundraisers and conferences. People will love to “drink” in your brand!","Imprint Area: (Standard Wrap): 1 3/4''w x 2''h     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1755,"Blue, Red, Green",15 oz. / 8 tall,22,12,18,20,36,3 Day Service (R),96,144,240,504,1008,4.49,4.39,4.29,4.19,4.15,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,3.39,3.19,2.99,2.89,
K924,Active/All Products,Large 38mm Sticky Microfiber Cloth,"Sticky microfiber cloths silicon back makes them easy to peel off, clean and re-stick back onto the phone or other electrical device. Sticky cloths are made with a woven microfiber cloth which can safely clean most sensitive surfaces such as smart phone screens, camera lenses and even glasses. The silicon sticky back is reusable and if it gets dirty, simply clean it with water and it will get sticky again. We can custom make any shape or size, so contact us if you have any custom requests. ",Imprint Area: 38mm Diam or Square    Price includes full color imprint on one side. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.,http://www.highcaliberline.com//catalog/product/view/id/1757,White,38mm Diam or Square,14,8,12,15,5000,3-4 Week Service (R),1000,2500,5000,,,0.99,0.89,0.79,,,,,,,,,,,,,,10 Weeks,5000,10000,25000,,,0.45,0.39,0.35,,
K930,Active/All Products,Optional Card for Sticky Microfiber Cloth,Optional Card for Sticky Microfiber Cloth. ,Imprint Area: 4w  x 2 1/4h    Price includes full color imprint on one side. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.,http://www.highcaliberline.com//catalog/product/view/id/1758,White,4w x 2 1/4h,13,13,9,21,2500,3-4 Week Service (R),1000,2500,5000,10000,,0.69,0.59,0.29,0.15,,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,0.29,0.19,0.15,0.13,
A7208,Active/All Products,The Claremont Carabiner Key Chain,A matte finish gun metal color carabiner key chain. Laser engraving is the standard and preferred method of decorating metal items.  Includes a gift box.,"Imprint Area: 3/4''w x 1/4''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Laser engraving is the standard and preferred method of decorating metal items. Direct imprinting can and will come off over time and use. Direct imprinting includes a one color one location imprint. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals.",http://www.highcaliberline.com//catalog/product/view/id/1760,Metallic Silver,1w x 2 1/4h without split ring,15,12,13,40,500,3 Day Service (R),100,250,500,1000,2500,2.29,2.25,2.19,2.15,2.09,24 Hour Rush (R),100,250,500,1000,2500,2.59,2.55,2.49,2.45,2.39,10 Weeks,5000,10000,25000,50000,,1.49,1.45,1.39,1.35,
K279,Active/All Products,The Smithfield Bottle Opener,"A large stainless steel professional bartenders bottle opener with a grip. For a permanent imprint, this item is laser engraved. 24 hour production not available for direct imprinting.","Imprint Area: 2 3/4''w x 1''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Laser engraving is the standard and preferred method of decorating metal items. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1761,Silver,5 7/8,16,16,11,28,200,3 Day Service (R),100,250,500,1000,2500,3.09,3.05,2.99,2.95,2.89,24 Hour Rush (R),100,250,500,1000,2500,3.39,3.35,3.29,3.25,3.19,10 Weeks,5000,10000,25000,50000,,2.29,2.19,2.09,1.99,
P749,Active/All Products,The Marlin Pen,An elegant metallic finish ball point pen with silver accents and black ink. One color wrap imprint only.,"Imprint Area: (Side Imprint): 1 3/4''w x 1/4''h                            Standard (Wrap): 1 3/4w x 3/8h (1 Color Max)     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color wrap imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see terms &amp; conditions, Product safety and social compliance for more information.",http://www.highcaliberline.com//catalog/product/view/id/1762,"Blue, Black, Red, Green",5 1/2 Long,17,12,7,18,1000,3 Day Service (R),250,500,1000,2500,,0.69,0.65,0.59,0.55,,24 Hour Rush (R),250,500,1000,2500,,0.89,0.85,0.79,0.75,,10 Weeks,10000,25000,50000,,,0.35,0.29,0.27,,
T943,Active/All Products,The Dalton Sticky Note Book,"The Sticky Book comes with three different sized sticky notes: 100 sheets 4 x 3 in yellow, t25 sheets 3 x 2 in yellow, and 25 sheets of page marker strips in five neon colors. Great for the office, home or school.","Imprint Area: 2 1/2w x 2 3/4h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1763,"White, Blue, Red",3 1/4w x 4 1/8h,10,9,17,29,100,3 Day Service (R),100,250,500,1000,2500,1.99,1.95,1.89,1.85,1.79,24 Hour Rush (R),100,250,500,1000,2500,2.19,2.15,2.09,2.05,1.99,10 Weeks,5000,10000,25000,50000,,1.19,1.15,1.09,1.07,
T997,Active/All Products,RFID Credit Card Protector Sleeve,"Protect your identity and credit from unwanted card readers with this aluminum mesh screen sleeve. Many new credit cards have Radio Frequency ID chips in them which can be accessed by a card reader, which is normally in a retail store. Pass your card in front of the reader instead of scanning making purchases more convenient, but a scanner in the wrong hands can read your card from as far away as 70 feet. Our RFID protector sleeve stops scanners and protects you.","Imprint Area: (Front): 2 1/2''w x 1 3/4''h                                  (Back): 2 1/2w x 1 1/4h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see terms &amp; conditions, Product safety and social compliance for more information.",http://www.highcaliberline.com//catalog/product/view/id/1764,Silver,3 5/8w x 2 1/2h,20,13,8,44,10000,3 Day Service (R),100,250,500,1000,2500,1.09,1.05,0.99,0.95,0.89,24 Hour Rush (R),100,250,500,1000,2500,1.29,1.25,1.19,1.15,1.09,10 Weeks,5000,10000,25000,50000,,0.49,0.45,0.39,0.37,
R138,Active/All Products,The Richland Speakers,"Our best quality portable stereo speakers with 2 watts of power per speaker. To power the speakers plug the USB power cord into a computer, USB hub or USB power charger. Works with any iPhone, cell phone, smart phone or other MP3 device. Blue LED lights accent the speakers while in use. Individually packaged in white box","Imprint Area: 2 1/4''w x 3/4''h    Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time is 5 business days after all approvals. Please see terms &amp; conditions, Product safety and social compliance for more information.",http://www.highcaliberline.com//catalog/product/view/id/1765,Black,5 1/4,19,15,15,47,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J615,Active/All Products,Mask & Snorkle,An adult size mask and snorkel set with a tempered glass lens. Imprint only on snorkel. Comes in mesh pouch.,"Imprint Area: 2''w x 3/4''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. This product is not intended for children 12 and under.  Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1766,Blue,N/A,18,11,17,27,24,3 Day Service (R),50,100,250,500,1000,11.79,11.59,11.39,11.19,10.99,24 Hour Rush (R),50,100,250,500,1000,12.29,12.09,11.89,11.69,11.49,10 Weeks,5000,10000,25000,50000,,9.59,9.29,8.99,8.79,
T677,Active/All Products,Carabiner Pocket Knife,"A Multifunctional pocket knife tool with detachable flashlight. Tools include a LED flashlight, Phillips Screw Driver, Nail File, Wood Saw, Large Knife and a Carabiner Clip. For a permanent imprint, this item is laser engraved. 24 hour production not available for direct imprinting. Individually packaged in white box.","Imprint Area: (Side 1): 2 1/2w x 7/16h                                   (Side 2): 1 1/4w x 7/16h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1767,"Blue, Charcoal",4 1/2,12,10,9,32,144,3 Day Service (R),100,250,500,1000,2500,5.69,5.49,5.39,5.29,5.15,24 Hour Rush (R),100,250,500,1000,2500,6.09,5.89,5.79,5.69,5.55,10 Weeks,5000,10000,25000,50000,,4.09,3.99,3.89,3.79,
T571,Active/All Products,The Surveyor Tape Measure,"10 x 5/8- inch wide retractable metal tape measure, standard &amp; metric measurement, rubber exterior with wrist strap metal belt pocket clip. Features 2 different buttons to lock the tape in place. Individually packaged in a white box.","Imprint Area: 1 2/5'' Diam (Vinyl Insert Only)      **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. This product is not intended for children 12 and under. Production time begins after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1768,"Blue, Yellow",2 1/4,13,10,16,40,120,3 Day Service (R),100,250,500,1000,2500,2.59,2.55,2.49,2.45,2.39,24 Hour Rush (R),100,250,500,1000,2500,2.89,2.85,2.79,2.75,2.69,10 Weeks,5000,10000,25000,50000,,1.79,1.75,1.69,1.65,
C167,Active/All Products,Creata Digital Calculator,Create your own 4 color digital design placed underneath the clear acrylic cover. This dual power calculator uses both button batteries and solar power.,"Imprint Area: 2 7/8''w x 3 1/8''h                               (Optional Back): 2 1/2''w x 1''h     Price includes 4 color digital design. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1770,"White, Eco Green",3 1/4w x 4 3/4h,21,8,12,21,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L508,Active/All Products,Blank Clear ID/Badge Holder,"Clear trade show, ID or office badge holders can attach to most lanyards with a J-Hook, Bull Dog clip or one of our retractable badge holders. Great for outdoor events. Price does not include imprint. To imprint on holders add $0.30 (v)/pc/ color plus set up of $50.00 (v)/color.","Imprint Area: (Standard, Option1 &amp; Option 2) 2 1/4''w x 2''h Price based on blank holders. To imprint on holders, add $.30(v) /pc/color/location, plus a $50(v) setup charge/color/location. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1771,Clear,4 1/4w x 8h,18,11,10,23,1000,24 Hour Blank (R),250,500,1000,2500,,0.45,0.43,0.39,0.37,,,,,,,,,,,,,10 Weeks,10000,25000,50000,,,0.31,0.29,0.27,,
L715,Active/All Products,The Zoom Flashlight,"A 1 watt Metal LED flashlight with wrist strap. Adjust length of flashlight to zoom in and out. Includes 3 AAA Batteries packed separately. Individually packaged in white box. For permanent imprint, this item is laser engraved. 24 hour production not available for direct imprinting.","Imprint Area: 1 1/8''w X 3/8''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Laser engraving is the standard and preferred method of decorating metal items. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1772,"Blue, Black, Red",4 1/4,18,11,20,38,200,3 Day Service (R),100,250,500,1000,2500,4.49,4.39,4.29,4.25,4.19,24 Hour Rush (R),100,250,500,1000,2500,4.79,4.69,4.59,4.55,4.49,10 Weeks,5000,10000,25000,50000,,3.29,3.09,2.99,2.89,
P741,Active/All Products,The Kingston Pen,The Kingston has a vibrant metallic finished barrel with silver accents. Includes a soft rubber grip and a metal pocket clip.? Price includes a 1 color wrap print. Includes black ink.,"Imprint Area: Standard (Wrap): 1 3/4''w x 3/8''h (1 Color Max)                                  Optional (Side Imprint): 1 3/4w x 1/4h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color wrap imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Product safety and social compliance for more information.",http://www.highcaliberline.com//catalog/product/view/id/1773,"Blue, Black, Red, Green",5 1/4 Long,19,7,8,20,1000,3 Day Service (R),250,500,1000,2500,,1.35,1.29,1.25,1.19,,24 Hour Rush (R),250,500,1000,2500,,1.55,1.49,1.45,1.39,,10 Weeks,10000,25000,50000,,,0.75,0.69,0.65,,
R136,Active/All Products,The Lakeport Speakers,"Great quality portable stereo speakers with 2 watts of power per speaker. To power the speakers plug the USB power cord into a computer, USB hub or USB power charger. Works with any iPhone, cell phone, smart phone or other MP3 device. Individually packaged in white box.","Imprint Area: 1 1/2''w x 1 3/4''h    Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location.",http://www.highcaliberline.com//catalog/product/view/id/1774,Black,3 3/4w x 3 3/4h,19,15,15,31,40,3 Day Service (R),50,100,250,500,1000,8.69,8.59,8.49,8.39,8.29,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,7.19,6.69,6.39,6.19,
K488,Active/All Products,Light-Up Reflective Safety Tag,"This light-up reflective safety tag attaches to any backpack, bag or clothing for high visibility. Without lights on, the reflective strip can be seen by head lights or by flashlights. Turn it on and red lights flash for extra visibility. The lights have two modes: steady and blinking red","Imprint Area: 2 1/2''w x 1/2''h    Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Informations.",http://www.highcaliberline.com//catalog/product/view/id/1775,"Silver, Yellow",9,17,13,21,33,500,3 Day Service (R),100,250,500,1000,2500,3.89,3.79,3.69,3.65,3.59,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,2.99,2.79,2.59,2.49,
T954,Active/All Products,The Sticky Note Marker Strip Book,A hard cover sticky note book with six adhesive neon colored marker strips.,"Imprint Area: 1 1/4''w x 2 1/2''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1776,"Blue, Red",2w x 3h,14,6,21,29,400,3 Day Service (R),150,250,500,1000,2500,1.39,1.35,1.29,1.25,1.19,24 Hour Rush (R),150,250,500,1000,2500,1.59,1.55,1.49,1.45,1.39,10 Weeks,5000,10000,25000,50000,,0.79,0.77,0.75,0.73,
J501,Active/All Products,Elastic Back Support Belt,"This elastic support belt comes with 6 reflective strips. The adjustable shoulder straps are 1 1/4 wide. The contoured wings and breathable liner promote the comfortable wear. This belt fits 38 to 56 inches. Sold blank, add a one color logo for $1.00 (R)/pc plus a $50(v) setup charge.","Imprint Area: 4w x 3 1/2h    These items are sold blank. The imprinted price includes a one location, one color sublimated imprint. Additional locations are $.50(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. See Terms &amp; Conditions and Product Safety for more Informations.",http://www.highcaliberline.com//catalog/product/view/id/1777,Black,XL,18,16,13,23,40,24 Hour Blank (R),50,100,250,500,1000,8.99,8.79,8.69,8.59,8.49,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,7.79,7.29,6.99,6.79,
T993,Disabled on Website,Bladeless Fan,A small technologically safe and advanced desk fan that works without any blades. Includes 4 AAA batteries.,"Imprint Area: 1 1/2''w x 1''h    Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins 5 business days after all approvals. Please see Terms &amp; Conditions and Product safety and social compliance information. ",http://www.highcaliberline.com//catalog/product/view/id/1778,White,6 3/4,22,12,17,27,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K482,Active/All Products,Reflective Safety Bag Tag,"A large double sided high visibility reflective safety tag with plastic clip. Attaches onto backpacks, bags or just about anything to increase visibility day or night.","Imprint Area: 2 1/4'' Diam    Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1779,"Silver, Yellow",6,14,10,17,16,1000,3 Day Service (R),100,250,500,1000,2500,1.89,1.85,1.79,1.75,1.69,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,1.39,1.29,1.19,1.09,
T676,Active/All Products,The Cordless Handyman Screwdriver,A great addition to any tool kit. This drill comes with a 10pc screwdriver bit set and extension. Its perfect whether you're on the job or at home. 6v power supply included for easy recharging.Features Led Light(with on/off switch) Light up Battery Life Indicator Extension approx 2-1/4 long Forward and Reverse for easy screw driving and screw removal Ergonomically designed grip for comfort Wrist Strap,"Imprint Area: (Handle): 1/2''w x 1''h                            (Digital): 1 3/8w x 1 1/16h     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time is 5 business days after all approvals.Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1780,Blue,5 1/4w x 6h,14,10,14,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
