itemno,productCode,productname,category,subcategory,year_new,iscloseout,Origin,ISGreen,leadtime(days),productdescription,packaging,setupCharge,productcolors,imprintmethods,primary_imprint_area,Primary_Imprint_method,Primary_imprint_location,Primary_imprint_height,Primary_imprint_width,keywords,productimageURL,ProductThumbnailURL,PriceCode,Minimum,Column_1_Max,Price1,Column_2_min,Column_2_max,Price2,Column_3_min,Column_3_max,price3,column_4_min,Column_4_max,Price4,PiecesPerBox,BoxLBS,BoxLength,BoxWidth,BoxHeight,Item_Height,Item_Width,Item_Depth,ItemWeightLbs
32180,SM13SS,700 ml. Stainless Steel Vacuum Insulated Bottle,Drinkware,Vacuum Insulated Bottles,2000,N,China,N,3,"FDA compliant materials, &lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 20X's longer. Learn more about the X Factor.&lt;/a&gt;, Vacuum insulated double wall steel, Carrying handle and removable strap, Constructed of 18-8 stainless steel , BPA Free,",Drawstring Pouch,$55.00 (G)/color/laser/location,Stainless,"Silkscreen, Deboss, Geo-Panel, Laser Engraving","3 1/2""h x 2 1/2""w ",Silkscreen,Inboard,3.5,2.5,"Deboss | Geo-Panel | Bottle | SM13 | class=""text12 | Imprint | Mug | Drinkware | Mugs | Coffee | Standard | Bottles | Only | ml. | Beverageware | steel | (G)/unit | Color | on | Free | Engraving | SM13SS | Factor.&lt;/a&gt; | Learn | about | x | warm | longer | 20X's | More | the | class=""header12 | (cold | (cold | Beverage | &lt;a | Keep | Hot | your | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | For | Removable | Laser | Travel | and | (G)/color/laser | Carrying | one | Handwash | Thermos | Compliant | one | is | construction | Vacuum | BPA | Japanese | Silkscreen | a | $0.50 | constructed | FDA | Pour | of | Materials | insulated | wall | location. | $50.00 | Transport | Medallion | Stainless |  | Double | 18-8 | 700 | 32180 | or | Strap | ml | Handle | Includes |",http://ca.starline.com/content/image/product/pp_32180.jpg,http://ca.starline.com/content/image/product/tn_32180.jpg,4C                         ,24,47,25.79,48,95,24.97,96,243,24.14,244,499,22.49,12,20,17,13,13,10.75,3.5,3.5,1.666666667
32259,SL56SS,34oz. Orion 3-in-1 Vacuum Insulated Bottle,Drinkware,Vacuum Insulated Bottles,2007,N,China,N,3,"1 L/34 oz capacity, FDA compliant materials, BPA Free, Double wall 18-8 Stainless Steel construction, 3-in-1 combination includes vacuum insulated bottle and two easy grip cups, Carrying handle and removable shoulder strap, Easy pour button release, &lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 20X's longer. Learn more about the X Factor.&lt;/a&gt;,",Drawstring Pouch,$55.00 (G)/color/laser/location,Stainless,"Laser Engraving, Silkscreen","2""h x 2""w ",Silkscreen,Bottom,2,2,"Mug | Coffee | Mugs | Drinkware | Travel | Capacity | L/34 | Cups | Silkscreen | steel | and | Standard | Handle | longer | about | class=""text12 | x | the | your | Learn | &lt;a | More | 20X's | warm | Beverage | Factor.&lt;/a&gt; | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | Keep | For | SL56 | Orion | Materials | Double | 34oz. | one | 32259 | or | Vacuum | Removable | Only | Includes | Pour | insulated | 3-in-1 | Carrying | BPA | Two | Stainless | Release | Laser | Combination | FDA | Strap | wall | 18-8 | a | Button | Bottles | 1 | Compliant | Color | Free | 34oz | Pending | Bottle |  | (G)/unit | (G)/color/laser | construction | (Patent | Beverageware | Grip | $0.50 | oz. | 3 | Engraving | Imprint | $50.00 | Medallion | Shoulder | one | Pending) | location. | Thermos | Litre/34 | oz | is | Handwash | on | SL56SS | Transport | Easy |",http://ca.starline.com/content/image/product/pp_32259.jpg,http://ca.starline.com/content/image/product/tn_32259.jpg,4C                         ,12,24,30.19,25,49,29.22,50,99,28.24,100,249,26.29,12,31,18,14,16,13.75,3.75,3.75,2.583333333
32261,SL45PS,24 oz. Orion 3-in-1 Vacuum Insulated Bottle,Drinkware,Vacuum Insulated Bottles,2007,N,China,N,3,"Double wall 18-8 color Stainless Steel construction with black rubber accents, &lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 20X's longer. Learn more about the X Factor.&lt;/a&gt;, 3-in-1 combination includes vacuum insulated bottle and Two easy grip cups, 700 ml/24 oz. capacity, FDA compliant materials, BPA Free, Easy pour button release,",Drawstring Pouch,$55.00(G)/color/laser,Black,"Silkscreen, Laser Engraving","3""h x 2 1/2""w ",Silkscreen,Side #1,3,2.5,"SL45 | class=""text12 | Drinkware | Coffee | Mugs | Mug | Travel | Pending | Includes | construction | (G)/unit | Black | Grip | 3 | Learn | Keep | For | &lt;a | Hot | More | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | Factor.&lt;/a&gt; | 20X's | x | Beverage | longer | (cold | your | (cold | warm | class=""header12 | about | the | Beverageware | with | Pour | 18-8 | Release | Pending) | or | SL45PS | Color | 3-in-1 | (Patent | Materials | Only | Orion | Bottles | $50.00 | 24 | Double | 32261 | Stainless | 700 | Free | oz. | Handwash | Blue | accents | FDA | Imprint | steel | Vacuum | oz | Rubber | ml/24 | Compliant | $0.50 | Two | Medallion | Button | Bottle | Standard | wall | location. | Thermos | 1 | BPA | Cups |  | a | Silkscreen | Easy | Engraving | Combination | is | Laser | insulated | one | Capacity | and | (G)/color/laser | on | one |",http://ca.starline.com/content/image/product/pp_32261.jpg,http://ca.starline.com/content/image/product/tn_32261.jpg,4C                         ,12,24,31.69,25,49,30.67,50,99,29.64,100,249,27.59,12,21,15,11,15,13,3,3,1.75
32450,SL2SS,16 oz. Stainless Steel Esprit Travel Mug,Drinkware,Travel Mugs,2002,N,China,N,3,"&lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 3X's longer. Learn more about the X Factor.&lt;/a&gt;, Non-skid bottom, Dual wall 18-8 stainless steel construction, BPA Free, Contoured soft rubber handle offers a relaxed grip, Foam insulated for optimum heat retention, Twist acton spill resistant lid, FDA compliant materials,",Drawstring Pouch,$55.00 (G)/color/laser/location,Stainless,"Silkscreen, Laser Engraving","1 3/4""h x 2 1/2""w ",Silkscreen,Inboard,1.75,2.5,"class=""text12 | sl2 | Drinkware | Resistant | (G)/unit | location. | Base | Coffee | construction | Materials | 18-8 | a | class=""header12 | (cold | 3X's | Keep | &lt;a | More | x | Hot | (cold | warm | Factor.&lt;/a&gt; | Beverage | your | the | longer | Learn | about | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | Silkscreen | oz | Rubber | Bottom | Esprit | Color | tested | Beverageware | Grip | Patented |  | on | steel | Newly | or | one | For | Free | Heat | Compliant | Mug | Mugs | Pour | Handle | Design | Includes | wall | Designed | Stainless | lasting | (G)/color/laser | soft | $0.50 | relaxed | performance | one | is | Laser | Acton | Spill | insulated | FDA | Imprint | Optimum | Double | Foam | lid | Only | Dual | Standard | oz. | 32450 | Medallion | 16 | Contoured | Non-Skid | BPA | Quality | Retention | Japanese | Exclusive | Twist | SL2SS | Offers | Travel | Engraving | $50.00 | Handwash | Tea |",http://ca.starline.com/content/image/product/pp_32450.jpg,http://ca.starline.com/content/image/product/tn_32450.jpg,4C                         ,24,47,17.99,48,95,17.42,96,243,16.84,244,499,15.69,24,23,25,18,8,7.5,5,2.5,0.958333333
32461,SL13SS,14 oz. Stainless Steel Roadster Travel Mug,Drinkware,Travel Mugs,2002,N,China,N,3,"Exclusive Patented design, Twist Acton Spill Resistant Lid, FDA Compliant Materials, Foam insulated for optimum heat retention, Dual wall 18-8 stainless steel construction, &lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 2.5X's longer. Learn more about the X Factor.&lt;/a&gt;, Non-skid bottom, Contoured rubberized handle offers a relaxed grip, BPA Free,",Drawstring Pouch,$55.00 (G)/color/laser/location,Stainless,"Laser Engraving, Silkscreen","1 5/8""h x 2 1/2""w ",Silkscreen,Inboard,1.625,2.5,"class=""text12 | sl13 | Mug | Medallion | Only | Compliant | Bottom | 32461 | performance | Includes | Designed |  | a | insulated | (G)/unit | Dual | Twist | Free | Design | 14 | x | Factor.&lt;/a&gt; | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | about | your | the | (cold | Beverage | warm | Keep | More | longer | (cold | Hot | Learn | 2.5X's | &lt;a | class=""header12 | Drinkware | Quality | or | Tea | Japanese | Engraving | oz. | Resistant | FDA | $50.00 | Color | Optimum | Imprint | BPA | tested | Materials | Acton | SL13SS | Offers | Non-Skid | $0.50 | construction | Newly | Foam | Heat | is | Contoured | Silkscreen | Rubberized | one | Stainless | one | location. | 18-8 | Mugs | Patented | oz | relaxed | Handwash | Travel | Grip | lasting | Roadster | Standard | Beverageware | Retention | Handle | Exclusive | lid | steel | Coffee | For | on | (G)/color/laser | Laser | wall | Spill |",http://ca.starline.com/content/image/product/pp_32461.jpg,http://ca.starline.com/content/image/product/tn_32461.jpg,4C                         ,24,47,15.99,48,95,15.49,96,243,14.99,244,499,13.99,24,23,24,19,7,5.875,5.5,2.5,0.958333333
32481,SL18SS,16 oz. Stainless Steel Retro Tumbler,Drinkware,Travel Tumblers,2004,N,China,N,3,"BPA Free, FDA compliant materials, Foam insulated for optimum heat retention, Non-skid bottom, Dual wall construction with 18-8 Stainless Steel, Twist acton spill resistant lid, &lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 2.5X's longer. Learn more about the X Factor.&lt;/a&gt;,",Drawstring Pouch,$55.00(G)/color/laser,Stainless,"Silkscreen, Laser Engraving","1""h x 2 1/4""w ",Silkscreen,Side #1,1,2.25,"SL18 | class=""text12 | Tumblers | lid | Drinkware | Non-Skid | Includes | Dual | Learn | class=""header12 | longer | about | Keep | Beverage | Factor.&lt;/a&gt; | &lt;a | (cold | x | the | 2.5X's | More | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | Hot | warm | (cold | your | Designed | (G)/unit | Coffee | 16 | For | Acton | a | Design | (G)/color/laser | Beverageware | with | Compliant | Newly |  | Double | Patented | Medallion | Japanese | wall | Twist | Materials | Retention | Heat | $50.00 | insulated | FDA | Travel | is | BPA | one | construction | steel | on | Optimum | or | 32481 | Retro | 18-8 | Handwash | SL18SS | Only | Stainless | Engraving | oz. | oz | Tumbler | $0.50 | Standard | Pour | Imprint | Exclusive | Spill | Silkscreen | Base | Resistant | one | Bottom | Mugs | Laser | Tea | Color | location. | Free | Foam |",http://ca.starline.com/content/image/product/pp_32481.jpg,http://ca.starline.com/content/image/product/tn_32481.jpg,4C                         ,24,47,15.59,48,95,15.09,96,243,14.59,244,499,13.59,24,19,23,16,9,7.5,3.375,3.375,0.791666667
32484,SL25SS,15 oz Quest Stainless Steel Tumbler,Drinkware,Travel Tumblers,2005,N,China,N,3,"Dual wall construction with 18-8 Stainless Steel with FDA Compliant Materials, BPA Free, The patent pending twist action, spill resistant lid and non-skid bottom provide convenience and stability., FDA compliant materials, &lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 3X's longer. Learn more about the X Factor.&lt;/a&gt;,",Drawstring Pouch,$55.00(G)/color/laser,Stainless,"Silkscreen, Laser Engraving","1 3/8""h x 2 1/4""w ",Silkscreen,Side #1,1.375,2.25,"class=""text12 | SL25 | Patent | Engraving | Mug | Drinkware | Non-Skid | Optional | or | with | 18-8 | lid | For | x | Keep | (cold | Learn | about | 3X's | More | (cold | Hot | Factor.&lt;/a&gt; | warm | Beverage | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | longer | class=""header12 | &lt;a | your | sided | Tea | Only | Medallion | Spill | Flock | Designs | steel | Action | Grip | 32484 | a | Laser | with | $50.00 | Resistant | Standard | Materials | drawstring | Free | Newly | Beverageware |  | Quest | BPA | 100% | the | Provide | Rubber | Compliant | on | SL25SS | Mugs | Double | Color | Bottom | Pure | Designed | Coffee | Convenience | Imprint | (G)/color/laser | (patented) | Includes | Tumbler | 15 | Handwash | stability | Multiple | and | Upgrades | is | Silkscreen | location. | one | Acton | Dual | construction | FDA | Patented | (G)/unit | wall | Travel | Tumblers | and | one | Gift | Stainless | Two | oz | $0.50 | Pending | Twist | print | pouch |",http://ca.starline.com/content/image/product/pp_32484.jpg,http://ca.starline.com/content/image/product/tn_32484.jpg,4C                         ,24,47,17.19,48,95,16.64,96,243,16.09,244,499,14.99,24,22,23,16,9,7.5,3.375,3.375,0.916666667
32506,SM18C,14 oz Travel Mug,Drinkware,Travel Mugs,2012,N,China,N,3,"Foam insulated for optimum heat retention., &lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 3X's longer. Learn more about the X Factor.&lt;/a&gt;, Non-skid bottom ., Spill resistant twist action closure and double wall design to keep lid cool., FDA compliant materials, Dual wall two-tone construction with 18-8 stainless steel and copper finish, BPA Free, Contoured rubberized handle offers a relaxed grip.,",Drawstring Pouch,$55.00(G)/color/location,Copper,Silkscreen,"2""h x 2 1/2""w ",Silkscreen,Inboard,2,2.5,"32506;SM18C | SM18 | SM18C | oz | $0.50 | Mugs | wall | Drinkware | to | Design | 32240 | Copper/Stainless | location | on | Color | with | Silkscreen | oz. | 3X's | For | (G)/color | . | x | Bottom | copper | Rubberized | Two-Tone | Materials | Medallion | &lt;a | Non-Skid | Base | closure | Mug | relaxed | Travel | Free | Optimum | a | SM18CS | Finish | about | warm | performance. | the | Action | Offers | Foam | lid | Beverage | Tea | Hot | finish. | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | Contoured | Stainless | 18-8 | Japanese | and | outer | More | Patented | steel | one | Standard | Double | shell | Only | (cold | Compliant | Learn | Retention | construction | Factor.&lt;/a&gt; | cool. | 14 | class=""text12 | Pour | insulated | BPA | longer | Coffee | Keep | Grip | grip. | lasting | (G)/unit | Genuine | class=""header12 | Twist | Resistant | Handle | Dual | Exclusively | FDA | Quality | Cool | Handwash | is | retention. | $50.00 | Heat | tested | design. | Includes | Beverageware | your | Spill | 32506 |",http://ca.starline.com/content/image/product/pp_32506.jpg,http://ca.starline.com/content/image/product/tn_32506.jpg,4C                         ,24,47,17.19,48,95,16.64,96,243,16.09,244,499,14.99,24,19.51,25,17,9,7,5,2.5,0.812916667
32608,SL44CL,10 oz Desk Tumbler,Drinkware,Travel Tumblers,2007,N,China,N,3,"High impact plastic, chrome finish liner with break resistant SAN outer shell, &lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 2X's longer. Learn more about the X Factor.&lt;/a&gt;, Spill resistant lid, FDA compliant materials, Non skid bottom, BPA Free,",Drawstring Pouch,$55.00(G)/color/location,"Blue, Clear, Red, Smoke",Silkscreen,"1""h x 2""w ",Silkscreen,Side #1,1,2,"oz | 10 | SL44 | class=""text12 | Tumblers | Drinkware | Mug | lid | Non | $50.00 | Free | Color, |  | 32608 | Desk | Beverageware | High | Spill | Break | For | warm | Keep | your | More | the | Beverage | about | Factor.&lt;/a&gt; | longer | class=""header12 | Hot | Learn | &lt;a | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | 2X's | x | (cold | (cold | one | Blue | Standard | Travel | outer | on | a | with | Mugs | is | shell | Includes | Red | FDA | Compliant | Color | SAN | Liner | Base | Finish | Clear | location | N/A. | impact | Silkscreen | Coffee | Smoke | Handwash | Tumbler | (G) | Plastic | Resistant | Chrome | Bottom | Only | Tea | one | Skid | Plastic, | Materials | BPA | SL44CL |",http://ca.starline.com/content/image/product/pp_32608.jpg,http://ca.starline.com/content/image/product/tn_32608.jpg,2ABC                       ,48,95,11.89,96,191,11.52,192,383,10.14,384,499,8.69,24,13,22,15,7,4.5,2.812,2.812,0.541666667
32609,SL50SS,Rubber Grip Tumbler,Drinkware,Travel Tumblers,2008,N,China,N,3,"Also features a twist action, spill resistant lid., BPA Free, Non-skid bottom, &lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 3X's longer. Learn more about the X Factor.&lt;/a&gt;, Dual wall Stainless Steel construction for optimum heat retention. , FDA compliant materials, Stylish Rubber Grips for Easy Handling,",Drawstring Pouch,$55.00(G)/color/laser,Stainless,"Silkscreen, Laser Engraving","1 1/4""h x 2""w ",Silkscreen,Side #1,1.25,2,"class=""text12 | SL50 | Tumblers | Double | Compliant | longer | (cold | More | Beverage | Keep | Hot | your | the | x | 3X's | class=""header12 | &lt;a | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | Learn | Factor.&lt;/a&gt; | warm | about | (cold | Drinkware | Mug | Non-Skid | Tea | Coffee | Pending | Heat | Handling | on | accents | Pour | 100% | Pure | Grip | Imprint | Color | Engraving | BPA | steel | Spill | (G)/unit | with |  | $50.00 | Free | Easy | Stainless | Optimum | Grips | Action, | For | Retention | Rubber | Dual | one | or | Also | Mugs | 18-8 | Materials | Features | Includes | lid | Handwash | wall | is | SL50SS | (G)/color/laser | 32609 | a | Twist | Bottom | Base | stylish | Standard | Laser | location. | Only | Action | one | construction | Patent | Travel | Silkscreen | Beverageware | $0.50 | Resistant | FDA | Tumbler |",http://ca.starline.com/content/image/product/pp_32609.jpg,http://ca.starline.com/content/image/product/tn_32609.jpg,4C                         ,24,47,16.69,48,95,16.17,96,243,15.64,244,499,14.59,24,22,23,16,9,7.5,3.25,3.25,0.916666667
32613,SL51SS,15 oz Stance Stainless Steel Tumbler,Drinkware,Travel Tumblers,2008,N,China,N,3,"The patent pending twist action, spill resistant lid and non-skid bottom provide convenience and stability., Dual wall Stainless Steel construction and foam insulation ensures maximum heat retention. , &lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 2.5X's longer. Learn more about the X Factor.&lt;/a&gt;, FDA Compliant Materials, BPA Free,",Drawstring Pouch,$55.00(G)/color/laser,Stainless,"Silkscreen, Laser Engraving","1""h x 2""w ",Silkscreen,Side #1,1,2,"Tumblers | SL51 | oz | 15 | class=""text12 | FDA | is | x | Hot | Beverage | (cold | More | (cold | your | class=""header12 | Learn | about | Keep | warm | 2.5X's | For | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | Factor.&lt;/a&gt; | longer | &lt;a | Drinkware | Mug | BPA | the | Stance | Coffee | Includes | Non-Skid | Retention | Only | Compliant | insulation | location | one | Provide | one | Resistant | Ensures | Twist | Engraving | and |  | $0.50 | (G)/unit | Free | Silkscreen | Maximum | Double | SL51SS | $50.00 | Dual | Travel | or | Beverageware | 18-8 | Pure | stability | Tumbler | Handwash | Color | Tea | Action | Patent | 32613 | Pending | Standard | Materials | lid | Convenience | Foam | Laser | Heat | Stainless | a | wall | on | (G)/color/laser | steel | Spill | with | Designed | 100% | Newly | Bottom | construction | Action, | Mugs |",http://ca.starline.com/content/image/product/pp_32613.jpg,http://ca.starline.com/content/image/product/tn_32613.jpg,4C                         ,24,47,15.59,48,95,15.09,96,243,14.59,244,499,13.59,24,20,22,15,10,8.125,3.125,3.125,0.833333333
32614,SL30PP,14 oz Sphere Tumbler,Drinkware,Travel Tumblers,2008,N,China,N,3,"&lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 2X's longer. Learn more about the X Factor.&lt;/a&gt;, Dual Wall Construction for Optimum Heat Retention , This tumbler is constructed with a high impact plastic liner and a co-molded outer shell. , BPA Free, Patented Twist Action, Spill Resistant Lid , Made with FDA compliant materials, Non-Skid Bottom,",Drawstring Pouch,$55.00(G)/color/location,Black,Silkscreen,"1 1/2""h x 2 1/4""w ",Silkscreen,Side #1,1.5,2.25,"class=""text12 | Tumblers | Drinkware | Mug | SL30 | Laser | Optimum |  | one | Liner | Pour | Engraving | Heat | Silkscreen | Compliant | is | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | about | Beverage | 2X's | More | warm | class=""header12 | &lt;a | the | longer | (cold | Hot | Keep | (cold | Factor.&lt;/a&gt; | Learn | your | x | Beverageware | impact | Bottom | Only | Dual | location | High | FDA | Twist | (G)/unit | lid | (G)/color/laser | Includes | with | wall | Resistant | Double | Handwash | Color | Plastic | a | Free | Action | Materials | Patented | Maximum | Spill | construction | Break | shell | Travel | SL30PP | one | Plastic/SS | Standard | Co-Molded | Non-Skid | Tumbler | $0.50 | Tea | Action, | SAN | Sphere | Black | Coffee | For | outer | and | oz | this | constructed | or | BPA | Retention | $50.00 | a | Made | 32614 | on | 14 | Mugs | Base |",http://ca.starline.com/content/image/product/pp_32614.jpg,http://ca.starline.com/content/image/product/tn_32614.jpg,4C                         ,48,95,12.49,96,191,12.12,192,383,11.74,384,499,10.99,24,22,20,14.5,11,8.75,3,3,0.916666667
32617,SL30CM,14 oz Sphere Co-Molded Tumbler,Drinkware,Travel Tumblers,2008,N,China,N,3,"BPA Free, High Impact Plastic Liner and Outer Co-Molded Shell, Dual Wall Construction for Maximum Heat Retention, Twist-Action Spill Resistant Lid, Non-Skid Bottom, FDA Compliant Materials, &lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 2X's longer. Learn more about the X Factor.&lt;/a&gt;,",Drawstring Pouch,$55.00(G)/color/location,"Red, White, Blue",Silkscreen,"1 1/2""h x 2 1/4""w ",Silkscreen,Side #1,1.5,2.25,"SL30 | class=""text12 | Tumblers | Free | Dual | construction | 14 | Pour | Mug | Drinkware | Bottom | Red | Includes | outer | For | Double | one | Materials | Retention | and | Sphere | Hot | about | longer | More | class=""header12 | (cold | &lt;a | Beverage | (cold | Learn | the | Factor.&lt;/a&gt; | x | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | warm | 2X's | Keep | your | 14oz | Silkscreen | FDA | (G) | a | one |  | Base | Liner | Plastic | Heat | High | Maximum | Travel | lid | Tumbler | Blue | $50.00 | is | Co-Molded | wall | Handwash | Resistant | SL30CM | Tea | impact | Non-Skid | Mugs | Twist-action | Spill | Standard | Beverageware | BPA | New | 32617 | on | oz | Color | Coffee | White | location | N/A. | Only | Compliant | shell | Color, |",http://ca.starline.com/content/image/product/pp_32617.jpg,http://ca.starline.com/content/image/product/tn_32617.jpg,2ABC                       ,48,95,13.69,96,191,13.26,192,383,11.67,384,499,9.99,24,24,21,15,10,8.75,3,3,1
32619,SL52CM,14oz Lucent Co-Molded Tumbler,Drinkware,Travel Tumblers,2008,N,China,N,3,"FDA Compliant Materials , Spill resistant lid and a non-skid bottom for stability., This tumbler offers dual wall construction with a SAN liner and rubberized SAN outer shell. , BPA Free, Features a Stainless Steel rim with twist action., &lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 2X's longer. Learn more about the X Factor.&lt;/a&gt;,",Drawstring Pouch,$55.00(G)/color/location,"Blue, Green, Smoke, Red","Silkscreen, Geo-Panel, Silkscreen","1 1/2""h x 1 1/2""w ",Silkscreen,Side #1 - Top,1.5,1.5,"Geo-Panel | class=""text12 | SL52 | Tumblers | Drinkware | Mug | Tumbler | Wash | $50. | wall | Beverageware | Free | 32619 | Stainless | with | For | Color | Silkscreen | Tea | Double | warm | 2X's | the | Hot | (cold | x | about | (cold | &lt;a | class=""header12 | Factor.&lt;/a&gt; | More | longer | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | Beverage | Keep | your | Learn | one | BPA | SAN | Resistant | 18/8 | SL52CM | Smoke | Bottom | Non-Woven | on | 18-8 |  | Compliant | Liner | Lucent | Rubberized | Coffee | FDA | Green | location | Dual | Base | Non-Skid | construction | Offers | Standard | Travel | Includes | Only | stability | New | Features | shell | Materials | Hand | Co-Molded | outer | (G) | Action | and | drawstring | steel | Mugs | Twist | is | 14oz | Red | pouch | Black | Rim | one | Spill | Blue | 14oz. | a | this | lid |",http://ca.starline.com/content/image/product/pp_32619.jpg,http://ca.starline.com/content/image/product/tn_32619.jpg,2ABC                       ,48,95,14.19,96,191,13.76,192,383,12.12,384,499,10.39,24,22,20,14,10,8.5,2.875,2.875,0.916666667
32624,SL67SS,16 oz Motif Travel Mug,Drinkware,Travel Mugs,2010,N,China,N,3,"Dual wall 18-8 Stainless Steel with foam insulation for optimum heat retention., &lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 3X's longer. Learn more about the X Factor.&lt;/a&gt;, Made with FDA compliant materials. , Features a spill resistant lid and non-skid bottom.,",Drawstring Pouch,$55.00 (G)/color/laser/location,Stainless,"Laser Engraving, Silkscreen","2""h x 1 1/2""w ",Silkscreen,Inboard,2,1.5,"class=""text12 | SL67 | Engraving | Drinkware | Bottom | Hot | Learn | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | about | your | the | Keep | warm | longer | (cold | (cold | Factor.&lt;/a&gt; | More | &lt;a | x | Beverage | 3X's | class=""header12 | with | oz | insulation | 18-8 | lid | Compliant | Made | Motif | wall | and | Dual | Resistant | Non-Skid | Foam | Optimum | 32624;SL67SS | 32624 | Mug | Features | Tea | steel | Stainless | FDA | Coffee | Silkscreen | Travel | Laser | a | SL67SS | Mugs | Beverageware | For | Retention | Materials | Heat | 16 | Spill |",http://ca.starline.com/content/image/product/pp_32624.jpg,http://ca.starline.com/content/image/product/tn_32624.jpg,4C                         ,24,47,16.79,48,95,16.27,96,243,15.74,244,499,14.69,24,23,22,16,10,8.5,4.5,2.5,0.958333333
